"K","exclus","semcoh","heldout","residual","bound","lbound","em.its","engine","noise","mean_word_error","uniq","highest_heldout_k"
20,9.55093717161323,-79.1016906154889,-8.17453243186749,1.68316693335984,-230451.389910838,-230409.054294377,129,"tesseract","bin + weak",2.88198757763975,"tesseract bin + weak",8
6,9.18503439610762,-74.3564979098352,-7.7982208673113,1.49372089788582,-242868.431569717,-242861.852318505,169,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
7,9.36410665287135,-65.8533500167637,-7.73338089480712,1.45570019774139,-236961.752082662,-236953.226921301,123,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
8,9.36921571636313,-69.8205245963029,-7.69081763760143,1.40983984919316,-234775.266339535,-234764.661736632,140,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
9,9.35086997593304,-71.1378748178355,-7.76678991017164,1.37829046177141,-234459.916742357,-234447.114914877,123,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
10,9.38062459307037,-83.3013289028522,-7.79889771821054,1.38681890494227,-233776.898563931,-233761.794151358,132,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
11,9.40738428116469,-80.4657987717774,-7.81703344208851,1.38893198878854,-231697.547927047,-231680.045619201,147,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
12,9.39969299703305,-81.0856744745889,-7.92802841742655,1.41036534248782,-231270.469489899,-231250.482275403,122,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
13,9.42435746339564,-79.4042796679871,-7.97241389625654,1.40931976860445,-229496.426361855,-229473.874198001,118,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
14,9.46524363480092,-85.9425113469309,-7.94033789440284,1.43576210562081,-228430.99540848,-228405.804187297,104,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
15,9.45086103790222,-85.8712404998154,-7.94864122203108,1.47259247087162,-227591.923815011,-227564.024543627,57,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
16,9.50593758165365,-91.0585295614964,-8.08042140417935,1.46606890514953,-226367.828031838,-226337.156171732,101,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
17,9.50129255298013,-91.1881875353006,-8.22089548846727,1.48172589183416,-225859.672795348,-225826.167721898,106,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
18,9.53150463958116,-91.6472463717789,-8.23255438520157,1.55581617569616,-224608.793813168,-224572.39836796,80,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
19,9.54282442954911,-91.6166794415353,-8.29689077436476,1.58706867919337,-223997.701676722,-223958.361792535,63,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
20,9.56812397290061,-95.7516828711979,-8.33607579195269,1.6318547149907,-223360.588465788,-223318.252849327,73,"tesseract","bin + snp",12.8612422360248,"tesseract bin + snp",8
6,9.22723994803867,-70.5946649058576,-7.26403858280219,1.493539013889,-246567.061484016,-246560.482232804,83,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
7,9.33674741080654,-63.5538301945685,-7.27507797406262,1.49757743559234,-244101.907929614,-244093.382768253,94,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
8,9.34687363930053,-71.8304675166956,-7.32645135793645,1.43533689219085,-243127.585805366,-243116.981202463,88,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
9,9.4023000764174,-76.292625697541,-7.25322927938203,1.43153847944861,-240623.302060711,-240610.500233231,78,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
10,9.45099080558535,-71.5768573396358,-7.34379906926121,1.429125600831,-239022.853215602,-239007.748803028,192,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
11,9.48379669031149,-65.9792157799176,-7.32891713752242,1.44758087977516,-237555.255590997,-237537.753283152,157,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
12,9.46653270659742,-76.3323348829222,-7.30843159852438,1.46968896338657,-236379.33939266,-236359.352178164,127,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
13,9.44115094943101,-77.2676434095911,-7.42278645450314,1.43675555471085,-235454.533936204,-235431.981772351,109,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
14,9.46437164307991,-80.2993599072856,-7.45872251353715,1.45948508238484,-233671.385946363,-233646.19472518,98,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
15,9.5004933542107,-90.1532132879251,-7.43672255196029,1.48654556972884,-233068.691129863,-233040.791858479,108,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
16,9.51644683989936,-79.4674213506555,-7.52643978240556,1.52910447583755,-232160.347883562,-232129.676023456,108,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
17,9.53980902322152,-78.4428253229512,-7.49366295779804,1.52105244075592,-231447.538283335,-231414.033209884,62,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
18,9.51958680553233,-80.2482849235997,-7.52896090992114,1.57456392872833,-230729.847576782,-230693.452131574,104,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
19,9.53743148316623,-75.6847203612545,-7.57509582844887,1.60869477092899,-229636.652723309,-229597.312839122,101,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
20,9.54335067644473,-79.4926961375346,-7.65364553412098,1.64158557789175,-228733.154500479,-228690.818884018,66,"tesseract","bin + wm",3.20316770186335,"tesseract bin + wm",9
6,9.21512843803214,-67.7553808353554,-7.39111436214083,1.49687055259833,-235475.290161195,-235468.710909983,158,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
7,9.29535216129796,-71.8740523072466,-7.41930754807941,1.47992134838706,-233577.689869338,-233569.164707977,106,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
8,9.37425241488054,-70.5709908151111,-7.46458720518307,1.4293233135129,-232343.064991651,-232332.460388749,106,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
9,9.39301838793005,-71.371365577416,-7.47570208959162,1.41896826228336,-230813.912745198,-230801.110917717,161,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
10,9.44050891887474,-65.3984880723064,-7.45531253965278,1.42570318158979,-228782.022401125,-228766.917988552,158,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
11,9.44665908197733,-73.8534781856021,-7.4871177226292,1.41088439797085,-227546.834988558,-227529.332680712,140,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
12,9.47463210663215,-75.0225186519738,-7.52741262950328,1.42203484708927,-226392.698751378,-226372.711536882,137,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
13,9.46020922050713,-70.2614311812301,-7.55677551910969,1.44510588771787,-225012.47382199,-224989.921658137,163,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
14,9.48010107472566,-72.1858352047362,-7.65480700829782,1.5128037578963,-225186.232195808,-225161.040974625,191,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
15,9.51515149306935,-70.2939456644113,-7.66712309378701,1.47921266341436,-223795.549637002,-223767.650365618,135,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
16,9.50723990866821,-76.1213032653643,-7.66395793664133,1.50405872550333,-223099.986641854,-223069.314781748,130,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
17,9.50796827906389,-71.6107188506882,-7.76489450109521,1.51168512999223,-222903.669297282,-222870.164223832,91,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
18,9.50303564824578,-74.0340215881855,-7.75213936777734,1.57866104032619,-221662.781473768,-221626.38602856,85,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
19,9.51264610989392,-74.7894501509219,-7.71524153477178,1.59229577678209,-220710.82468962,-220671.484805432,82,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
20,9.54545324248619,-80.4469486747944,-7.67011557886773,1.65428806519412,-219278.46148574,-219236.125869279,82,"tesseract","bin + scrib",8.34130434782609,"tesseract bin + scrib",6
6,9.24103875292306,-62.1339565046794,-7.54058449149029,1.56153640381002,-217775.661388783,-217769.082137571,103,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
7,9.21310460440013,-79.8015978999074,-7.71502393782665,1.49545545197052,-217084.974773185,-217076.449611824,113,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
8,9.33941979408787,-68.5847661743552,-7.70345717807845,1.4650704626988,-213822.491886932,-213811.887284029,138,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
9,9.41340627290814,-66.9854281044032,-7.73310807293836,1.48427421770434,-213035.224521152,-213022.422693671,157,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
10,9.498449863411,-71.8342520108756,-7.71270375130702,1.46069341828467,-211422.300673161,-211407.196260588,247,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
11,9.47808308887621,-71.3815007381471,-7.64870500029163,1.43879008902255,-209400.421562327,-209382.919254482,268,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
12,9.43981405959185,-76.51496959432,-7.72133145009706,1.48545558612538,-209554.505469048,-209534.518254552,185,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
13,9.46328153507226,-73.4182570140906,-7.86938759197626,1.47945768508444,-208318.300272487,-208295.748108634,154,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
14,9.47121944536249,-83.5449216840897,-8.09624875598934,1.47663650292472,-208015.202435046,-207990.011213863,125,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
15,9.4858537215892,-73.3570865674144,-7.93752134948369,1.50979761804748,-206374.104474396,-206346.205203012,140,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
16,9.51464473748068,-77.0078176130728,-8.03012473778933,1.5224068279852,-206095.442156676,-206064.77029657,77,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
17,9.53273272650877,-88.9374909040389,-8.08777892994692,1.57859658455709,-205229.806051051,-205196.300977601,99,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
18,9.53752077218203,-96.6893851250594,-8.0771744009694,1.58021725345943,-205127.48759876,-205091.092153552,82,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
19,9.56374418404256,-96.9117181609849,-8.17067653949676,1.612843820737,-204614.542138205,-204575.202254018,81,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
20,9.52950525156978,-91.387892562822,-8.02596784644481,1.65800961069643,-203589.243916064,-203546.908299604,66,"tesseract","bin + ink",15.1995341614907,"tesseract bin + ink",6
6,9.2081950379377,-62.6437024271515,-7.8790984028679,1.53044442982134,-227018.600026284,-227012.020775072,183,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
7,9.32207823530652,-67.3777771404146,-7.95080055149813,4.73313778702998,-224327.40000143,-224318.874840069,241,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
8,9.35685011983694,-71.7338979196745,-7.96916090215026,1.48008548791649,-222963.642323569,-222953.037720666,164,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
9,9.34430481294095,-69.5926528216678,-8.05697406018199,1.44015369942479,-221226.327466197,-221213.525638717,107,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
10,9.33156522034776,-68.8485557947667,-8.05794222242666,1.48587792834913,-221603.366912161,-221588.262499588,221,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
11,9.36173884230682,-70.5140841033148,-8.17579323472741,1.42818003390029,-219613.45323615,-219595.950928304,168,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
12,9.4924543502216,-74.0313371383317,-8.09135067520136,1.48758617360045,-217572.792025496,-217552.804811,190,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
13,9.47136830677154,-78.0124773180832,-8.10000897815942,1.47198095752355,-216151.782473646,-216129.230309793,171,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
14,9.5027616405897,-61.2040067405759,-8.06887086427742,1.51949983909671,-214557.718006276,-214532.526785094,201,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
15,9.49373113247646,-69.894519467661,-8.14768988185995,1.52280773156598,-214962.518694618,-214934.619423234,161,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
16,9.5424918093267,-72.5183101791988,-8.48881951323456,1.57204235254659,-213700.881594064,-213670.209733958,159,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
17,9.49150905268273,-82.2956224628082,-8.52814027341069,1.59449117896301,-214610.501726705,-214576.996653255,152,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
18,9.54225106299042,-71.0373737193494,-8.29976505477271,1.62805402112492,-212364.661618566,-212328.266173358,149,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
19,9.49714948489088,-77.2655851651223,-8.50464259998681,1.65100110989546,-211755.832217894,-211716.492333707,125,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
20,9.51462003374677,-77.7880087326052,-8.47348655646771,1.70936829068228,-211605.850703194,-211563.515086734,89,"tesseract","col + blur + weak",26.4701242236025,"tesseract col + blur + weak",6
6,7.98723109473633,-12.0871171956922,-6.42843872043241,1.4314968095941,-564939.579260435,-564933.000009223,82,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
7,7.86654848772606,-8.80879336245532,-6.5090744457281,1.43061327212282,-563243.198152601,-563234.67299124,86,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
8,7.80273666251296,-7.54068514926777,-6.57907918725596,1.35971601853555,-560752.103934534,-560741.499331632,79,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
9,7.86614985320353,-7.01472519951466,-6.54715300130987,1.33806051424527,-559166.830509763,-559154.028682283,36,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
10,7.96466828146005,-8.39258038666416,-6.56380717754316,1.30733666508457,-557640.589421853,-557625.48500928,57,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
11,8.02525319689983,-7.81704851603335,-6.6304314901111,1.27098722975134,-556316.237487079,-556298.735179233,42,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
12,8.05943302873303,-9.15499620647233,-6.67143106453234,1.246104872876,-554430.468800519,-554410.481586023,47,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
13,8.12690781553209,-8.56646503693969,-6.7248052922157,1.23942195837674,-552847.225272537,-552824.673108684,59,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
14,8.19159375577458,-8.16877001648232,-6.75973323158892,1.22271265542812,-551285.546757315,-551260.355536133,52,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
15,8.24315833460348,-8.30488882748926,-6.81779701114849,1.21658930836652,-550110.972755052,-550083.073483668,62,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
16,8.3323515329382,-7.68769830987432,-6.80476289802514,1.22527314057586,-549051.123926821,-549020.452066715,63,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
17,8.39315119626608,-7.82845530526673,-6.86558187577283,1.2434054275814,-548252.310465754,-548218.805392304,54,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
18,8.42768318540416,-7.51664009317872,-6.83584864790758,1.25622009850161,-547680.416201039,-547644.020755831,48,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
19,8.44012189093488,-7.52926412373435,-6.82006480047984,1.29627618698928,-545555.571083908,-545516.231199721,65,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
20,8.47293225433572,-7.35712045664532,-6.85660958834795,1.30146218998336,-544384.305814202,-544341.970197741,50,"tesseract","col + blur + snp",93.7677329192547,"tesseract col + blur + snp",6
6,9.1733920318412,-71.03645583231,-7.72483197596565,1.29776423130245,-124276.334515485,-124269.755264273,128,"tesseract","col + blur + wm",63.4471428571429,"tesseract col + blur + wm",6
